Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay
GMC Hummer EV SUV,,,Auto-1,4WD,Electricity,FA,standard SUV,10,59,46,53,10,Elite
GMC Hummer EV SUV,,,Auto-1,4WD,Electricity,CA,standard SUV,10,59,46,53,10,Elite
GMC Hummer EV SUV MT Tires,,,Auto-1,4WD,Electricity,FA,standard SUV,10,53,43,48,10,Elite
GMC Hummer EV SUV MT Tires,,,Auto-1,4WD,Electricity,CA,standard SUV,10,53,43,48,10,Elite
GMC Hummer EV SUV MT Tires,,,Auto-1,4WD,Electricity,FA,standard SUV,10,52,42,47,10,Elite
GMC Hummer EV SUV MT Tires,,,Auto-1,4WD,Electricity,CA,standard SUV,10,52,42,47,10,Elite
HONDA CR-V e-FCEV,-1.0,-1.0,Auto-1,2WD,Electricity/Hydrogen,FA,small SUV,10,94,79,87,10,Elite
HONDA CR-V e-FCEV,-1.0,-1.0,Auto-1,2WD,Electricity/Hydrogen,CA,small SUV,10,94,79,87,10,Elite
HONDA Civic 4Dr,2.0,4.0,CVT,2WD,Gasoline,CA,midsize car,6,50,47,49,8,Yes
HONDA Civic 4Dr,2.0,4.0,CVT,2WD,Gasoline,FA,midsize car,6,50,47,49,8,Yes
HYUNDAI Elantra Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,CA,midsize car,6,49,52,50,8,Yes
HYUNDAI Elantra Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,FA,midsize car,6,49,52,50,8,Yes
HYUNDAI Elantra Hybrid Blue,1.6,4.0,AMS-6,2WD,Gasoline,CA,midsize car,6,51,58,54,8,Yes
HYUNDAI Elantra Hybrid Blue,1.6,4.0,AMS-6,2WD,Gasoline,FA,midsize car,6,51,58,54,8,Yes
HYUNDAI Ioniq 5 N,,,Auto-1,4WD,Electricity,FA,small SUV,10,84,72,78,10,Elite
HYUNDAI Ioniq 5 N,,,Auto-1,4WD,Electricity,CA,small SUV,10,84,72,78,10,Elite
"HYUNDAI Ioniq 6 (18"" Wheels)",,,Auto-1,2WD,Electricity,FA,midsize car,10,144,120,132,10,Elite
"HYUNDAI Ioniq 6 (18"" Wheels)",,,Auto-1,2WD,Electricity,CA,midsize car,10,144,120,132,10,Elite
"HYUNDAI Ioniq 6 (18"" Wheels)",,,Auto-1,4WD,Electricity,FA,midsize car,10,130,111,121,10,Elite
"HYUNDAI Ioniq 6 (18"" Wheels)",,,Auto-1,4WD,Electricity,CA,midsize car,10,130,111,121,10,Elite
"HYUNDAI Ioniq 6 (20"" Wheels)",,,Auto-1,2WD,Electricity,FA,midsize car,10,123,100,111,10,Elite
"HYUNDAI Ioniq 6 (20"" Wheels)",,,Auto-1,2WD,Electricity,CA,midsize car,10,123,100,111,10,Elite
"HYUNDAI Ioniq 6 (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,midsize car,10,111,94,103,10,Elite
"HYUNDAI Ioniq 6 (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,midsize car,10,111,94,103,10,Elite
HYUNDAI Ioniq 6 Standard Range,,,Auto-1,2WD,Electricity,FA,midsize car,10,151,120,135,10,Elite
HYUNDAI Ioniq 6 Standard Range,,,Auto-1,2WD,Electricity,CA,midsize car,10,151,120,135,10,Elite
"HYUNDAI Kona Electric (17"" Wheels)",,,Auto-1,2WD,Electricity,FA,small SUV,10,129,103,116,10,Elite
"HYUNDAI Kona Electric (17"" Wheels)",,,Auto-1,2WD,Electricity,CA,small SUV,10,129,103,116,10,Elite
"HYUNDAI Kona Electric (19"" Wheels)",,,Auto-1,2WD,Electricity,FA,small SUV,10,113,93,103,10,Elite
"HYUNDAI Kona Electric (19"" Wheels)",,,Auto-1,2WD,Electricity,CA,small SUV,10,113,93,103,10,Elite
HYUNDAI Kona Electric Standard Range,,,Auto-1,2WD,Electricity,FA,small SUV,10,131,105,118,10,Elite
HYUNDAI Kona Electric Standard Range,,,Auto-1,2WD,Electricity,CA,small SUV,10,131,105,118,10,Elite
HYUNDAI Sonata Hybrid,2.0,4.0,AMS-6,2WD,Gasoline,CA,large car,6,44,51,47,8,Yes
HYUNDAI Sonata Hybrid,2.0,4.0,AMS-6,2WD,Gasoline,FA,large car,6,44,51,47,8,Yes
HYUNDAI Tuscon Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,CA,small SUV,6,35/80,35/73,35/77,9,Yes
HYUNDAI Tuscon Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,FA,small SUV,6,35/80,35/73,35/77,9,Yes
JEEP Grand Cherokee,2.0,4.0,Auto-8,4WD,Gasoline/Electricity,CA,standard SUV,6,23/57,24/56,23/56,8,Yes
JEEP Grand Cherokee,2.0,4.0,Auto-8,4WD,Gasoline/Electricity,FA,standard SUV,6,23/57,24/56,23/56,8,Yes
KIA EV9 Long Range AWD,,,Auto-1,4WD,Electricity,FA,standard SUV,10,91,75,83,10,Elite
KIA EV9 Long Range AWD,,,Auto-1,4WD,Electricity,CA,standard SUV,10,91,75,83,10,Elite
KIA EV9 Long Range AWD GT-Line,,,Auto-1,4WD,Electricity,FA,standard SUV,10,88,72,80,10,Elite
KIA EV9 Long Range AWD GT-Line,,,Auto-1,4WD,Electricity,CA,standard SUV,10,88,72,80,10,Elite
KIA EV9 Long Range RWD,,,Auto-1,2WD,Electricity,FA,standard SUV,10,100,78,89,10,Elite
KIA EV9 Long Range RWD,,,Auto-1,2WD,Electricity,CA,standard SUV,10,100,78,89,10,Elite
KIA EV9 Standard Range RWD,,,Auto-1,2WD,Electricity,FA,standard SUV,10,99,77,88,10,Elite
KIA EV9 Standard Range RWD,,,Auto-1,2WD,Electricity,CA,standard SUV,10,99,77,88,10,Elite
KIA Niro,1.6,4.0,AMS-6,2WD,Gasoline,CA,small SUV,6,53,45,49,8,Yes
KIA Niro,1.6,4.0,AMS-6,2WD,Gasoline,FA,small SUV,6,53,45,49,8,Yes
KIA Niro Electric,,,Auto-1,2WD,Electricity,FA,small SUV,10,126,101,113,10,Elite
KIA Niro Electric,,,Auto-1,2WD,Electricity,CA,small SUV,10,126,101,113,10,Elite
KIA Niro FE,1.6,4.0,AMS-6,2WD,Gasoline,CA,small SUV,6,53,54,53,8,Yes
KIA Niro FE,1.6,4.0,AMS-6,2WD,Gasoline,FA,small SUV,6,53,54,53,8,Yes
KIA Niro Plug-in Hybrid,1.6,4.0,AMS-6,2WD,Gasoline/Electricity,CA,small SUV,6,49/113,47/102,48/108,10,Yes
KIA Niro Plug-in Hybrid,1.6,4.0,AMS-6,2WD,Gasoline/Electricity,FA,small SUV,6,49/113,47/102,48/108,10,Yes
KIA Sorento Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,CA,small SUV,6,33/77,34/71,33/74,9,Yes
KIA Sorento Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,FA,small SUV,6,33/77,34/71,33/74,9,Yes
KIA Sportage Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,CA,small SUV,6,36/88,35/79,35/84,9,Yes
KIA Sportage Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,FA,small SUV,6,36/88,35/79,35/84,9,Yes
LAND ROVER Range Rover P550 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,standard SUV,6,21/51,22/56,21/53,9,Yes
LAND ROVER Range Rover P550 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,standard SUV,6,21/51,22/56,21/53,9,Yes
LAND ROVER Range Rover Sport P460 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,standard SUV,6,21/51,22/56,21/53,9,Yes
LAND ROVER Range Rover Sport P460 PHEV,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,standard SUV,6,21/51,22/56,21/53,9,Yes
LEXUS NX 450h+,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,CA,small SUV,6,38/93,33/75,36/84,9,Yes
LEXUS NX 450h+,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,FA,small SUV,6,38/93,33/75,36/84,9,Yes
"LUCID Air G Touring XR AWD w/19"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,129,126,128,10,Elite
"LUCID Air G Touring XR AWD w/19"" wheels",,,Auto-1,4WD,Electricity,FA,large car,10,129,126,128,10,Elite
"LUCID Air G Touring XR AWD w/19"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,129,126,128,10,Elite
"LUCID Air G Touring XR AWD w/20"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,122,117,120,10,Elite
"LUCID Air G Touring XR AWD w/20"" wheels",,,Auto-1,4WD,Electricity,FA,large car,10,122,117,120,10,Elite
"LUCID Air G Touring XR AWD w/20"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,122,117,120,10,Elite
"LUCID Air G Touring XR AWD w/21"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,114,109,112,10,Elite
"LUCID Air G Touring XR AWD w/21"" wheels",,,Auto-1,4WD,Electricity,FA,large car,10,114,109,112,10,Elite
"LUCID Air G Touring XR AWD w/21"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,114,109,112,10,Elite
"LUCID Air Pure RWD w/19"" wheels",,,Auto-1,2WD,Electricity,FA,large car,10,149,142,146,10,Elite
"LUCID Air Pure RWD w/19"" wheels",,,Auto-1,2WD,Electricity,CA,large car,10,149,142,146,10,Elite
"LUCID Air Pure RWD w/20"" wheels",,,Auto-1,2WD,Electricity,FA,large car,10,132,125,129,10,Elite
"LUCID Air Pure RWD w/20"" wheels",,,Auto-1,2WD,Electricity,CA,large car,10,132,125,129,10,Elite
LUCID Air Sapphire AWD,,,Auto-1,4WD,Electricity,FA,large car,10,108,101,105,10,Elite
LUCID Air Sapphire AWD,,,Auto-1,4WD,Electricity,CA,large car,10,108,101,105,10,Elite
"LUCID Air Touring AWD w/19"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,133,130,132,10,Elite
"LUCID Air Touring AWD w/19"" wheels",,,Auto-1,4WD,Electricity,FA,large car,10,133,130,132,10,Elite
"LUCID Air Touring AWD w/19"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,133,130,132,10,Elite
"LUCID Air Touring AWD w/20"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,124,119,121,10,Elite
"LUCID Air Touring AWD w/20"" wheels",,,Auto-1,4WD,Electricity,FA,large car,10,124,119,121,10,Elite
"LUCID Air Touring AWD w/20"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,124,119,121,10,Elite
"LUCID Air Touring AWD w/21"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,119,113,116,10,Elite
"LUCID Air Touring AWD w/21"" wheels",,,Auto-1,4WD,Electricity,FA,large car,10,119,113,116,10,Elite
"LUCID Air Touring AWD w/21"" wheels",,,Auto-1,4WD,Electricity,CA,large car,10,119,113,116,10,Elite
"MASERATI Grecale Folgore (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,small SUV,10,80,70,75,10,Elite
"MASERATI Grecale Folgore (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,small SUV,10,80,70,75,10,Elite
"MASERATI Grecale Folgore (21"" Wheels)",,,Auto-1,4WD,Electricity,FA,small SUV,10,65,59,62,10,Elite
"MASERATI Grecale Folgore (21"" Wheels)",,,Auto-1,4WD,Electricity,CA,small SUV,10,65,59,62,10,Elite
MAZDA CX-70,2.5,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,standard SUV,6,24/53,27/61,25/56,8,Yes
MAZDA CX-70,2.5,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,standard SUV,6,24/53,27/61,25/56,8,Yes
MAZDA CX-90,2.5,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,standard SUV,6,24/53,27/61,25/56,8,Yes
MAZDA CX-90,2.5,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,standard SUV,6,24/53,27/61,25/56,8,Yes
MERCEDES-BENZ AMG EQE 4Matic+,,,Auto-1,4WD,Electricity,FA,midsize car,10,69,71,70,10,Elite
MERCEDES-BENZ AMG EQE 4Matic+,,,Auto-1,4WD,Electricity,FA,standard SUV,10,76,72,74,10,Elite
MERCEDES-BENZ AMG EQE 4Matic+,,,Auto-1,4WD,Electricity,CA,midsize car,10,69,71,70,10,Elite
MERCEDES-BENZ AMG EQE 4Matic+,,,Auto-1,4WD,Electricity,CA,standard SUV,10,76,72,74,10,Elite
MERCEDES-BENZ AMG EQS 4Matic+,,,Auto-1,4WD,Electricity,FA,large car,10,76,81,78,10,Elite
MERCEDES-BENZ AMG EQS 4Matic+,,,Auto-1,4WD,Electricity,CA,large car,10,76,81,78,10,Elite
MERCEDES-BENZ EQE 350 4Matic,,,Auto-1,4WD,Electricity,FA,midsize car,10,87,85,86,10,Elite
MERCEDES-BENZ EQE 350 4Matic,,,Auto-1,4WD,Electricity,FA,standard SUV,10,84,78,81,10,Elite
MERCEDES-BENZ EQE 350 4Matic,,,Auto-1,4WD,Electricity,CA,midsize car,10,87,85,86,10,Elite
MERCEDES-BENZ EQE 350 4Matic,,,Auto-1,4WD,Electricity,CA,standard SUV,10,84,78,81,10,Elite
MERCEDES-BENZ EQE 350+,,,Auto-1,2WD,Electricity,FA,station wagon,10,98,87,93,10,Elite
MERCEDES-BENZ EQE 350+,,,Auto-1,2WD,Electricity,CA,station wagon,10,98,87,93,10,Elite
MERCEDES-BENZ EQE 500 4Matic,,,Auto-1,4WD,Electricity,FA,midsize car,10,85,84,85,10,Elite
MERCEDES-BENZ EQE 500 4Matic,,,Auto-1,4WD,Electricity,FA,station wagon,10,83,78,81,10,Elite
MERCEDES-BENZ EQE 500 4Matic,,,Auto-1,4WD,Electricity,CA,midsize car,10,85,84,85,10,Elite
MERCEDES-BENZ EQE 500 4Matic,,,Auto-1,4WD,Electricity,CA,station wagon,10,83,78,81,10,Elite
MERCEDES-BENZ EQS 450 4Matic,,,Auto-1,4WD,Electricity,FA,large car,10,91,93,92,10,Elite
MERCEDES-BENZ EQS 450 4Matic,,,Auto-1,4WD,Electricity,FA,standard SUV,10,80,78,79,10,Elite
MERCEDES-BENZ EQS 450 4Matic,,,Auto-1,4WD,Electricity,CA,large car,10,91,93,92,10,Elite
MERCEDES-BENZ EQS 450 4Matic,,,Auto-1,4WD,Electricity,CA,standard SUV,10,80,78,79,10,Elite
MERCEDES-BENZ EQS 450+,,,Auto-1,2WD,Electricity,FA,large car,10,98,98,98,10,Elite
MERCEDES-BENZ EQS 450+,,,Auto-1,2WD,Electricity,FA,standard SUV,10,84,79,82,10,Elite
MERCEDES-BENZ EQS 450+,,,Auto-1,2WD,Electricity,CA,large car,10,98,98,98,10,Elite
MERCEDES-BENZ EQS 450+,,,Auto-1,2WD,Electricity,CA,standard SUV,10,84,79,82,10,Elite
MERCEDES-BENZ EQS 580 4Matic,,,Auto-1,4WD,Electricity,FA,large car,10,93,93,93,10,Elite
MERCEDES-BENZ EQS 580 4Matic,,,Auto-1,4WD,Electricity,FA,standard SUV,10,82,78,80,10,Elite
MERCEDES-BENZ EQS 580 4Matic,,,Auto-1,4WD,Electricity,CA,large car,10,93,93,93,10,Elite
MERCEDES-BENZ EQS 580 4Matic,,,Auto-1,4WD,Electricity,CA,standard SUV,10,82,78,80,10,Elite
MERCEDES-BENZ EQS 680 4MATIC Maybach (SUV),,,Auto-1,4WD,Electricity,FA,standard SUV,10,76,76,76,10,Elite
MERCEDES-BENZ EQS 680 4MATIC Maybach (SUV),,,Auto-1,4WD,Electricity,CA,standard SUV,10,76,76,76,10,Elite
MERCEDES-BENZ GLC 350e 4Matic EQ Hybrid,2.0,4.0,Auto-9,4WD,Gasoline/Electricity,CA,small SUV,6,23/60,28/70,25/64,9,Yes
MERCEDES-BENZ GLC 350e 4Matic EQ Hybrid,2.0,4.0,Auto-9,4WD,Gasoline/Electricity,FA,small SUV,6,23/60,28/70,25/64,9,Yes
MERCEDES-BENZ GLE 450e 4MATIC,2.0,4.0,Auto-9,4WD,Gasoline/Electricity,CA,standard SUV,6,21/57,26/63,23/60,9,Yes
MERCEDES-BENZ GLE 450e 4MATIC,2.0,4.0,Auto-9,4WD,Gasoline/Electricity,FA,standard SUV,6,21/57,26/63,23/60,9,Yes
"MINI Countryman SE All4 (18"" Wheels)",,,Auto-1,4WD,Electricity,FA,small SUV,10,99,94,96,10,Elite
"MINI Countryman SE All4 (18"" Wheels)",,,Auto-1,4WD,Electricity,CA,small SUV,10,99,94,96,10,Elite
"MINI Countryman SE All4 (19"" Wheels)",,,Auto-1,4WD,Electricity,FA,small SUV,10,94,88,91,10,Elite
"MINI Countryman SE All4 (19"" Wheels)",,,Auto-1,4WD,Electricity,CA,small SUV,10,94,88,91,10,Elite
MITSUBISHI Outlander PHEV,2.4,4.0,Auto-1,4WD,Gasoline/Electricity,CA,standard SUV,6,25/67,27/61,26/64,9,Yes
MITSUBISHI Outlander PHEV,2.4,4.0,Auto-1,4WD,Gasoline/Electricity,FA,standard SUV,6,25/67,27/61,26/64,9,Yes
NISSAN Leaf,,,Auto-1,2WD,Electricity,FA,midsize car,10,123,99,111,10,Elite
NISSAN Leaf,,,Auto-1,2WD,Electricity,CA,midsize car,10,123,99,111,10,Elite
NISSAN Leaf,,,Auto-1,2WD,Electricity,FA,midsize car,10,121,98,109,10,Elite
NISSAN Leaf,,,Auto-1,2WD,Electricity,CA,midsize car,10,121,98,109,10,Elite
POLESTAR 2 Dual Motor (19 Inch Wheels),,,Auto-1,4WD,Electricity,FA,midsize car,10,105,95,101,10,Elite
POLESTAR 2 Dual Motor (19 Inch Wheels),,,Auto-1,4WD,Electricity,CA,midsize car,10,105,95,101,10,Elite
POLESTAR 2 Dual Motor (20 Inch Wheels),,,Auto-1,4WD,Electricity,FA,midsize car,10,101,92,97,10,Elite
POLESTAR 2 Dual Motor (20 Inch Wheels),,,Auto-1,4WD,Electricity,CA,midsize car,10,101,92,97,10,Elite
POLESTAR 2 Dual Motor Performance Pack,,,Auto-1,4WD,Electricity,FA,midsize car,10,95,87,91,10,Elite
POLESTAR 2 Dual Motor Performance Pack,,,Auto-1,4WD,Electricity,CA,midsize car,10,95,87,91,10,Elite
POLESTAR 2 Single Motor (19 Inch Wheels),,,Auto-1,2WD,Electricity,FA,midsize car,10,123,104,114,10,Elite
POLESTAR 2 Single Motor (19 Inch Wheels),,,Auto-1,2WD,Electricity,CA,midsize car,10,123,104,114,10,Elite
POLESTAR 2 Single Motor (20 Inch Wheels),,,Auto-1,2WD,Electricity,FA,midsize car,10,117,101,109,10,Elite
POLESTAR 2 Single Motor (20 Inch Wheels),,,Auto-1,2WD,Electricity,CA,midsize car,10,117,101,109,10,Elite
"POLESTAR 3 Long Range Dual Motor (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,standard SUV,10,91,82,87,10,Elite
"POLESTAR 3 Long Range Dual Motor (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,standard SUV,10,91,82,87,10,Elite
"POLESTAR 3 Long Range Dual Motor (21"" Wheels)",,,Auto-1,4WD,Electricity,FA,standard SUV,10,92,84,88,10,Elite
"POLESTAR 3 Long Range Dual Motor (21"" Wheels)",,,Auto-1,4WD,Electricity,CA,standard SUV,10,92,84,88,10,Elite
"POLESTAR 3 Long Range Dual Motor (22"" Wheels)",,,Auto-1,4WD,Electricity,FA,standard SUV,10,84,76,80,10,Elite
"POLESTAR 3 Long Range Dual Motor (22"" Wheels)",,,Auto-1,4WD,Electricity,CA,standard SUV,10,84,76,80,10,Elite
POLESTAR 3 Long Range Dual Motor Performance Pack,,,Auto-1,4WD,Electricity,FA,standard SUV,10,81,73,77,10,Elite
POLESTAR 3 Long Range Dual Motor Performance Pack,,,Auto-1,4WD,Electricity,CA,standard SUV,10,81,73,77,10,Elite
POLESTAR 4 Long Range Dual Motor,,,Auto-1,4WD,Electricity,FA,standard SUV,10,86,80,83,10,Elite
POLESTAR 4 Long Range Dual Motor,,,Auto-1,4WD,Electricity,CA,standard SUV,10,86,80,83,10,Elite
POLESTAR 4 Long Range Single Motor,,,Auto-1,2WD,Electricity,FA,standard SUV,10,93,87,90,10,Elite
POLESTAR 4 Long Range Single Motor,,,Auto-1,2WD,Electricity,CA,standard SUV,10,93,87,90,10,Elite
PORSCHE Taycan 4S Perf Battery Plus 19in,,,Auto-2,4WD,Electricity,FA,small car,10,94,92,93,10,Elite
PORSCHE Taycan 4S Perf Battery Plus 19in,,,Auto-2,4WD,Electricity,CA,small car,10,94,92,93,10,Elite
PORSCHE Taycan Perf Battery Plus,,,Auto-2,2WD,Electricity,FA,small car,10,94,90,92,10,Elite
PORSCHE Taycan Perf Battery Plus,,,Auto-2,2WD,Electricity,CA,small car,10,94,90,92,10,Elite
PORSCHE Taycan Performance Battery,,,Auto-2,2WD,Electricity,FA,small car,10,94,88,91,10,Elite
PORSCHE Taycan Performance Battery,,,Auto-2,2WD,Electricity,CA,small car,10,94,88,91,10,Elite
RIMAC Nevera,,,Auto-1,4WD,Electricity,FA,small car,10,52,54,53,10,Elite
RIMAC Nevera,,,Auto-1,4WD,Electricity,CA,small car,10,52,54,53,10,Elite
RIVIAN R1S All-Terrain Dual Large Plus (20in),,,Auto-1,4WD,Electricity,FA,standard SUV,10,76,67,72,10,Elite
RIVIAN R1S All-Terrain Dual Large Plus (20in),,,Auto-1,4WD,Electricity,CA,standard SUV,10,76,67,72,10,Elite
RIVIAN R1S All-Terrain Dual Max (20in),,,Auto-1,4WD,Electricity,FA,standard SUV,10,82,73,78,10,Elite
RIVIAN R1S All-Terrain Dual Max (20in),,,Auto-1,4WD,Electricity,CA,standard SUV,10,82,73,78,10,Elite
RIVIAN R1S All-Terrain Performance Dual Large Plus (20in),,,Auto-1,4WD,Electricity,FA,standard SUV,10,76,67,72,10,Elite
RIVIAN R1S All-Terrain Performance Dual Large Plus (20in),,,Auto-1,4WD,Electricity,CA,standard SUV,10,76,67,72,10,Elite
RIVIAN R1S All-Terrain Performance Dual Max (20in),,,Auto-1,4WD,Electricity,FA,standard SUV,10,82,73,78,10,Elite
RIVIAN R1S All-Terrain Performance Dual Max (20in),,,Auto-1,4WD,Electricity,CA,standard SUV,10,82,73,78,10,Elite
RIVIAN R1S Dual Large Plus (22in),,,Auto-1,4WD,Electricity,FA,standard SUV,10,89,75,82,10,Elite
RIVIAN R1S Dual Large Plus (22in),,,Auto-1,4WD,Electricity,CA,standard SUV,10,89,75,82,10,Elite
RIVIAN R1S Dual Max (20in),,,Auto-1,4WD,Electricity,FA,standard SUV,10,86,74,80,10,Elite
RIVIAN R1S Dual Max (20in),,,Auto-1,4WD,Electricity,CA,standard SUV,10,86,74,80,10,Elite
RIVIAN R1S Dual Max (22in),,,Auto-1,4WD,Electricity,FA,standard SUV,10,91,77,84,10,Elite
RIVIAN R1S Dual Max (22in),,,Auto-1,4WD,Electricity,CA,standard SUV,10,91,77,84,10,Elite
RIVIAN R1S Dual Standard (20in),,,Auto-1,4WD,Electricity,FA,standard SUV,10,85,72,79,10,Elite
RIVIAN R1S Dual Standard (20in),,,Auto-1,4WD,Electricity,CA,standard SUV,10,85,72,79,10,Elite
RIVIAN R1S Dual Standard (22in),,,Auto-1,4WD,Electricity,FA,standard SUV,10,92,77,85,10,Elite
RIVIAN R1S Dual Standard (22in),,,Auto-1,4WD,Electricity,CA,standard SUV,10,92,77,85,10,Elite
RIVIAN R1S Performance Dual Large Plus (22in),,,Auto-1,4WD,Electricity,FA,standard SUV,10,89,75,82,10,Elite
RIVIAN R1S Performance Dual Large Plus (22in),,,Auto-1,4WD,Electricity,CA,standard SUV,10,89,75,82,10,Elite
RIVIAN R1S Performance Dual Max (20in),,,Auto-1,4WD,Electricity,FA,standard SUV,10,86,74,80,10,Elite
RIVIAN R1S Performance Dual Max (20in),,,Auto-1,4WD,Electricity,CA,standard SUV,10,86,74,80,10,Elite
RIVIAN R1S Performance Dual Max (22in),,,Auto-1,4WD,Electricity,FA,standard SUV,10,91,77,84,10,Elite
RIVIAN R1S Performance Dual Max (22in),,,Auto-1,4WD,Electricity,CA,standard SUV,10,91,77,84,10,Elite
RIVIAN R1T All-Terrain Dual Large Plus (20in),,,Auto-1,4WD,Electricity,FA,pickup,10,76,67,72,10,Elite
RIVIAN R1T All-Terrain Dual Large Plus (20in),,,Auto-1,4WD,Electricity,CA,pickup,10,76,67,72,10,Elite
RIVIAN R1T All-Terrain Dual Max (20in),,,Auto-1,4WD,Electricity,FA,pickup,10,82,73,78,10,Elite
RIVIAN R1T All-Terrain Dual Max (20in),,,Auto-1,4WD,Electricity,CA,pickup,10,82,73,78,10,Elite
RIVIAN R1T All-Terrain Performance Dual Large Plus (20in),,,Auto-1,4WD,Electricity,FA,pickup,10,76,67,72,10,Elite
RIVIAN R1T All-Terrain Performance Dual Large Plus (20in),,,Auto-1,4WD,Electricity,CA,pickup,10,76,67,72,10,Elite
RIVIAN R1T All-Terrain Performance Dual Max (20in),,,Auto-1,4WD,Electricity,FA,pickup,10,82,73,78,10,Elite
RIVIAN R1T All-Terrain Performance Dual Max (20in),,,Auto-1,4WD,Electricity,CA,pickup,10,82,73,78,10,Elite
RIVIAN R1T Dual Large Plus (22in),,,Auto-1,4WD,Electricity,FA,pickup,10,89,75,82,10,Elite
RIVIAN R1T Dual Large Plus (22in),,,Auto-1,4WD,Electricity,CA,pickup,10,89,75,82,10,Elite
RIVIAN R1T Dual Max (20in),,,Auto-1,4WD,Electricity,FA,pickup,10,86,74,80,10,Elite
RIVIAN R1T Dual Max (20in),,,Auto-1,4WD,Electricity,CA,pickup,10,86,74,80,10,Elite
RIVIAN R1T Dual Max (22in),,,Auto-1,4WD,Electricity,FA,pickup,10,93,80,87,10,Elite
RIVIAN R1T Dual Max (22in),,,Auto-1,4WD,Electricity,CA,pickup,10,93,80,87,10,Elite
RIVIAN R1T Dual Standard (20in),,,Auto-1,4WD,Electricity,FA,pickup,10,85,72,79,10,Elite
RIVIAN R1T Dual Standard (20in),,,Auto-1,4WD,Electricity,CA,pickup,10,85,72,79,10,Elite
RIVIAN R1T Dual Standard (22in),,,Auto-1,4WD,Electricity,FA,pickup,10,92,77,85,10,Elite
RIVIAN R1T Dual Standard (22in),,,Auto-1,4WD,Electricity,CA,pickup,10,92,77,85,10,Elite
RIVIAN R1T Performance Dual Large Plus (22in),,,Auto-1,4WD,Electricity,FA,pickup,10,89,75,82,10,Elite
RIVIAN R1T Performance Dual Large Plus (22in),,,Auto-1,4WD,Electricity,CA,pickup,10,89,75,82,10,Elite
RIVIAN R1T Performance Dual Max (20in),,,Auto-1,4WD,Electricity,FA,pickup,10,86,74,80,10,Elite
RIVIAN R1T Performance Dual Max (20in),,,Auto-1,4WD,Electricity,CA,pickup,10,86,74,80,10,Elite
RIVIAN R1T Performance Dual Max (22in),,,Auto-1,4WD,Electricity,FA,pickup,10,93,80,87,10,Elite
RIVIAN R1T Performance Dual Max (22in),,,Auto-1,4WD,Electricity,CA,pickup,10,93,80,87,10,Elite
ROLLS-ROYCE Black Badge Spectre (22'' Wheels),,,Auto-1,4WD,Electricity,FA,small car,10,70,80,74,10,Elite
ROLLS-ROYCE Black Badge Spectre (22'' Wheels),,,Auto-1,4WD,Electricity,CA,small car,10,70,80,74,10,Elite
ROLLS-ROYCE Black Badge Spectre (23'' Wheels),,,Auto-1,4WD,Electricity,FA,small car,10,67,74,70,10,Elite
ROLLS-ROYCE Black Badge Spectre (23'' Wheels),,,Auto-1,4WD,Electricity,CA,small car,10,67,74,70,10,Elite
